date,home,away,text
2016-09-23,AFC Bournemouth,Everton FC,"Everton travel to Bournemouth aware that victory could take them top of the Premier League. Regardless of that, it’s another opportunity for Ronald Koeman’s side to showcase their intentions, while they can extend their unbeaten start in the league to six matches. Romelu Lukaku, who has scored five goals already this month, is expected to return from a toe injury after missing the midweek EFL Cup defeat by Norwich City. This fixture last season acted as a springboard for Bournemouth, who equalised in the eighth minute of stoppage time to record a 3-3 draw. The neutrals, and Bournemouth, would most probably settle for the same again this time around. Ben Fisher"
2016-09-23,West Ham United,Southampton FC,"West Ham United could be bottom by the time they take on Southampton. At least Dimitri Payet’s late winner against Accrington Stanley in the EFL Cup restored some belief. Yet it is likely to be another fraught afternoon at the London Stadium, on and off the pitch, unless West Ham plug the holes in their defence. Meanwhile, Claude Puel’s side are looking for their fourth straight win in all competitions. Jacob Steinberg"
2016-09-23,Liverpool FC,Hull City,"Mike Phelan is unbeaten in four away matches as caretaker manager of Hull but confronts a Liverpool team that has clicked impressively and is seeking a fourth consecutive win in all competitions. Jürgen Klopp has a big call to make in goal, with Loris Karius pressing Simon Mignolet for inclusion, and faces a sustained test of Liverpool’s consistency with five of their next six games after Hull coming against sides who beat them last season. Hence the manager’s plea for patience from the Anfield crowd. Andy Hunter"
2016-09-30,Manchester United,Stoke City,"After three defeats in a row for Manchester United, three wins on the bounce have followed. Only one of those was in the league – a 4-1 rout of Leicester – and José Mourinho’s side were stodgy in Thursday’s Europa League win over Zorya Luhansk. Stodgy is just about acceptable to fans if it leads to victory, so second-bottom Stoke City have to be beaten. United also need to go on the kind of run serious championship challengers make. Jamie Jackson"
2016-09-30,Tottenham Hotspur,Manchester City,"Manchester City’s flawless record was broken in the thrilling 3-3 Champions League draw at Celtic on Wednesday night but there is little doubt their reputation as the Premier League’s team to beat precedes them here. Tottenham have been used to playing deep-sitting, counterattacking opponents in recent weeks but they know that City will fight to control the ball. An open, high-tempo showdown looms, which will be scrutinised for title pointers. David Hytner"
2016-09-30,Leicester City,Southampton FC,"Following a defensive capitulation against Manchester United last Saturday, Leicester kept a clean sheet against Porto in their first home Champions League fixture. They will like their chances of a return to winning ways in the league here, especially when Southampton had a battling game in Israel on Thursday night, though Claude Puel did rotate his team heavily in a 0-0 draw. Alan Smith"
2016-09-30,Hull City,Chelsea FC,"The last time these sides met, 18 months ago, José Mourinho’s Chelsea won 3-2 on Humberside on their march towards the title. Much has changed since, and not just at Chelsea as Hull were relegated and then promoted under Steve Bruce but he, like Mourinho, is long gone. After maulings by Arsenal and Liverpool, Mike Phelan’s lengthy audition to permanently replace him is faltering. Paul Chronnell"
2016-09-30,Sunderland AFC,West Bromwich Albion,"Tony Pulis has suggested that David Moyes - still seeking his first Premier League win since succeeding Sam Allardyce on Wearside - will need to “reinvent” himself as a manager if he is to succeed at Sunderland. Moyes’s West Brom counterpart said that, although “a top man and a top manager”, the Scot had not been accustomed to being in charge of teams that needed “to scrap and fight for points” in order to secure survival and would have to adjust accordingly. Louise Taylor"
2016-09-30,West Ham United,Middlesbrough FC,"Having lost three of their past four matches at home and five out of six in total, West Ham need a win against Middlesbrough in order to ease the growing sense of anxiety in their new ground. However Slaven Bilic is under pressure. West Ham have lost five of their first six league matches and Middlesbrough, who are winless since 21 August, will spy an opportunity to put distance between themselves and the bottom three. Jacob Steinberg"
2016-09-30,Burnley FC,Arsenal FC,"This, curiously, is Burnley’s fifth home game in the opening seven rounds. Seven points from their Turf Moor fixtures to date has been a decent return and Monday night’s comfortable win over Watford gives the Clarets momentum going into Arsenal’s visit. Sean Dyche’s decision to bolster the midfield in the absence of Andre Gray paid off and he is unlikely to deviate from that setup against Arsenal, who have won six matches in seven. Victory would be Burnley’s first in the league against Arsenal for 42 years. Nick Ames"
2016-09-30,Watford,AFC Bournemouth,"Four of the past five meetings between these two have ended with the points being shared, including three 1-1s, so expect something similarly tight here. Walter Mazzarri will be looking for an improved performance after the Hornets’ limp showing at Burnley on Monday, while Eddie Howe’s visitors will be buoyed by handing Everton a first loss of the season seven days ago. Alan Smith"
2016-09-30,Swansea,Liverpool FC,"Swansea performed well in defeat to Manchester City last weekend but Francesco Guidolin is still living on borrowed time. The Italian could badly do with a result against Jürgen Klopp’s Liverpool, who have at times been exhilarating in attack. Guidolin says he could “maybe” lose his job with another loss but “if we win, for the international break you don’t speak any more about my position”. No pressure, then. Alan Smith"
2016-10-14,Southampton FC,Burnley FC,"Southampton face a test to sustain their fine form as they go into the first of seven matches in 22 days with important defensive injuries. Both of their first-choice full-backs will miss the visit of Burnley, who will be aiming to become the first team in seven matches to score against Southampton. Sean Dyche’s side have also been performing well lately and will fancy their chances of collecting their first away point of the campaign. Paul Doyle"
2016-10-14,Middlesbrough FC,Watford,"With only one League win this season – against Sunderland – Middlesbrough could do with registering a first victory at the Riverside since April. Six points from seven games is a slightly disappointing return for Aitor Karanka who needs more from the currently under-achieving Gaston Ramírez and can only hope Álvaro Negredo rediscovers his scoring touch. In contrast, Watford’s Troy Deeney has scored three times in the last four games and Walter Mazzarri has challenged his centre forward to break into the England team. Louise Taylor"
2016-10-14,Liverpool FC,Manchester United,"José Mourinho has lost only three of his 10 visits to Anfield, the last in the 2007 Champions League semi-final, but the implications of a fourth would be sizeable for both Manchester United and Liverpool. Defeat for United would leave them six points behind their fierce north-west rivals and encourage the portrayal of Mourinho as a manager left behind by the pressing instincts of Jürgen Klopp and co, despite being only eight league matches into his Old Trafford reign. Klopp has injury concerns, however, over two thirds of his central midfield in Adam Lallana and Georginio Wijnaldum. Andy Hunter"
2016-10-14,Manchester City,Everton FC,"Manchester City can bounce straight back from their first loss at Tottenham and stretch the gap between themselves and Everton to seven points. Kevin De Bruyne could start after his injury but whether Pep Guardiola will risk him before Wednesday’s trip to Barcelona is the question. If Ronald Koeman’s side were to record an away win, expect an inquiry at City. Jamie Jackson"
2016-10-14,Chelsea FC,Leicester City,"The Premier League champions from the last two campaigns meet at Stamford Bridge with Antonio Conte obliged to reiterate the strength of his relationship with the Chelsea hierarchy after various bookmakers closed the market on his premature departure on Thursday. “I’m trying to find out who put the money on,” he joked. “But I’m focused. I’m focused on improving my team, and I have good communication and a good relationship with the club. I take this with a smile.” He will retain his back three against Leicester, pointless away from home to date, and must decide whether John Terry returns to his lineup after injury. Dominic Fifield"
2016-10-14,Stoke City,Sunderland AFC,"David Moyes has lost only three of his 17 league meetings with Mark Hughes but the Stoke manager considers this to be the first of seven winnable games, a reasonable return from which would improve the mood after failing to register one in their first seven. Sunderland, too, have yet to win and they occupy bottom spot, with the West Brom draw last time out representing an up-turn. Mark Tallentire"
2016-10-14,AFC Bournemouth,Hull City,"After finally being given the full-time manager’s job on Thursday, Mike Phelan takes charge of Hull City on a permanent basis for the first time. It’s perhaps not one of the toughest trips at first glance, but Bournemouth are searching for a third straight home win in the Premier League. The on-loan Arsenal midfielder Jack Wilshere, who last played 90 minutes more than two years ago, is again likely to start behind the striker Callum Wilson, who is beginning to show glimpses of his best form. Ben Fisher"
2016-10-14,Arsenal FC,Swansea,"Bob Bradley has demonstrated his ability to talk the talk, as anybody present at his Swansea media unveiling will attest – now, he has to walk the walk, at a stadium where his side have fared well of late. Arsène Wenger said the American’s appointment was “good for the Premier League, because it is taking off in the States”, but the Arsenal manager’s concern is to record a home league win over Swansea for the first time since 2011. David Hytner"
2016-10-14,Crystal Palace,West Ham United,"West Ham United would appear to be there for the taking. A team struggling to adapt to a new home have yet to gain anything other than bloodied noses away from Stratford this term, with nine goals conceded in three defeats. Yet Alan Pardew and Crystal Palace are still braced for an awkward derby. West Ham have won 3-1 on their last two visits to Selhurst Park, “and they’ve got some fantastic players, players of international standard or even world-class ability,” offered Pardew. Palace must ensure the revival does not start south of the river. Dominic Fifield"
2016-10-14,West Bromwich Albion,Tottenham Hotspur,"Nacer Chadli has been a breath of fresh air for West Bromwich Albion and the Belgium attacking midfielder may be motivated to show his former club what they are missing. His time at White Hart Lane fizzled out, and he found a starting berth hard to come by. Yet he has impressed at The Hawthorns, becoming they key creator for Tony Pulis’s team. Finding a way past Spurs will still be difficult though. Alan Smith"
2016-10-21,Swansea,Watford,"Swansea were the first side in the top flight to make a managerial change, dispensing with the services of Francesco Guidolin during the international break and appointing the experienced Bob Bradley in his place. There were plenty of encouraging signs for the American in his first game in charge, as his side narrowly lost to Arsenal. Watford have been exciting to watch going forward but look shaky in defence, while Etienne Capoue has been this season’s revelation, netting four goals in the opening eight games of the season. Alex Bowmer"
2016-10-21,Leicester City,Crystal Palace,"Last season’s champions have made a below-par start to their title defence but their Champions League campaign is going serenely. Palace currently lie ninth, having been boosted in the transfer window by the arrival of Christian Benteke. The corresponding fixture last season was settled by a Jamie Vardy winner, as he scored for the seventh successive Premier League game on his way to breaking Ruud van Nistelrooy’s record of 10. Alex Bowmer"
2016-10-21,Burnley FC,Everton FC,"Burnley will be looking to replicate their 2-0 win over Liverpool when they come up against Everton. Despite an encouraging start to the season, it will be tough going against a Ronald Koeman’s side who seem rejuvenated following his appointment in the summer. The visitors are just two points off a Champions League place and boast one of the division’s form players in Romelu Lukaku. They have also won the past three league contests between the teams. Alex Bowmer"
2016-10-21,AFC Bournemouth,Tottenham Hotspur,"Bournemouth welcome Mauricio Pochettino’s side to a ground that has become something of a fortress recently. Eddie Howe’s team have recorded three consecutive home wins, although the size of the task ahead of them on Saturday needs no introduction. Bournemouth took the lead in the first minute but were humiliated 5-1 by Tottenham in this fixture last season, with Harry Kane scoring a hat-trick. Ben Fisher"
2016-10-21,Arsenal FC,Middlesbrough FC,What better present could Arsenal gift Arsène Wenger than three points and a seventh consecutive league win as he celebrates his 67th birthday on Saturday. Let alone the potential to claim top spot all for themselves. Meanwhile Middlesbrough are on a grim run of form having only won once from eight attempts. Aitor Karanka will have his work cut out to make his side believe they can stop Arsenal’s attacking force and spoil Wenger’s party. Graham Searles
2016-10-21,Manchester City,Southampton FC,Pep Guardiola was eloquent and defiant in Friday’s pre-game press conference but the bottom line is if he follows Wednesday night’s 4-0 humiliation at Barcelona with a loss to Southampton he can expect a mini-inquiry into why his side have failed to win for five games. This might not be reasonable but in English football’s boom-and-bust culture it is just the way it is. Claude Puel’s side are unbeaten in the league since 10 September and up to eighth but it will still be a shock if the leaders are unable to defeat them. Jamie Jackson
2016-10-21,Hull City,Stoke City,"Mike Phelan’s pleasure at having his captain, Michael Dawson, available for the first time this season will have been tempered by the loss of Andrew Robertson for eight weeks with a thigh injury in last week’s disastrous 6-1 thrashing by Bournemouth. A broken kneecap sustained by Moses Odubajo in training means the Hull City manager may switch to a back three to compensate for a lack of available full-backs as he seeks to shore up the top flight’s leakiest defence. Rich Flower"
2016-10-21,Liverpool FC,West Bromwich Albion,"With Liverpool’s sights raised this season Jürgen Klopp might not lead thechorus-line celebrations in front of the Kop should his team salvage a point in added time against Albion this time. “But everything is possible,” he admitted. The last three meetings between the teams have been drawn but, having defended Manchester United’s long balls on Monday, Klopp believes Liverpool are better equipped to deal with the Tony Pulis approach that caused him and his players such consternation last season. Adam Lallana is fit to start and improve the urgency and accuracy that was missing from Liverpool’s display against United. Andy Hunter"
2016-10-21,West Ham United,Sunderland AFC,"Sunderland’s search for their first league win of the season takes them to the London Stadium. Given that West Ham have been uncomfortable in their new home, this is a good opportunity for David Moyes’s strugglers. But Slaven Bilic, who is unsure when Andy Carroll will return after a setback in his recovery from a knee injury, will expect his side to build on last week’s win at Crystal Palace. Jacob Steinberg"
2016-10-21,Chelsea FC,Manchester United,"The home support will bellow Matthew Harding’s name before kick-off in memory of the Chelsea vice-chairman, who died in a helicopter crash 20 years ago, though it will be José Mourinho who will be hogging the limelight. This is his first return to Stamford Bridge as manager of a rival Premier League club and many of those players who under-performed so badly last term will line up against his Manchester United side. “He deserves a good reception,” said Antonio Conte. “He is part of the story of this club.” Some of those on the pitch may have their own points to prove to the Portuguese. Dominic Fifield"
2016-10-28,Tottenham Hotspur,Leicester City,"There was talk towards the end of last season about how Tottenham were coming for Leicester. Claudio Ranieri’s side waited and they waited, before wrapping up the title in relatively comfortable style. Their 1-0 win in this fixture last January had been a crucial result – on a night when Mauricio Pochettino was as animated as he has been in the White Hart Lane dug-out. Tottenham, who have made their best start to a Premier League season, are after a measure of revenge. David Hytner"
2016-10-28,Sunderland AFC,Arsenal FC,"With two points from their opening nine Premier League games, Sunderland have made the worst start to a top tier season since Sheffield Wednesday – (who had only one point at the same stage) – back in 1999-2000. Arsenal are probably the last team David Moyes would want to be facing as he strives to secure an elusive first league victory since succeeding Sam Allardyce in July but a crowd well in excess of 45,000 is expected to turn up to see him try. Its collective mood could prove influential. Louise Taylor"
2016-10-28,Stoke City,Swansea,"Crisis, what crisis? You could not get great odds on Mark Hughes surviving the season after overseeing a limp 4-1 defeat at Crystal Palace in mid-September but Stoke, inspired by Joe Allen and Xherdan Shaqiri, have rallied since. A point at Old Trafford preceded comfortable wins against Sunderland and Hull; Stoke might well be expected to beat such opposition and the visit of Swansea seems similarly appetising. Victory for the visitors would be Bob Bradley’s first as manager, but what price Wilfried Bony will coming to the party and opening his account for Stoke against his old club? Nick Ames"
2016-10-28,Manchester United,Burnley FC,"Will the derby win over Manchester City be a turning point for José Mourinho and United? Perhaps, but anything less than a convincing win here would see the doom-merchants back out in force. Burnley may have recorded a couple of notable home scalps, against Liverpool and Everton, but they have struggled away from Turf Moor, conceding three in all three of their games on the road. Alan Smith"
2016-10-28,Watford,Hull City,"Daryl Janmaat could feature after overcoming a shoulder injury, as Watford try to maintain their positive start to the season. Hull are without a league win since August, and were dealt a huge blow with the loss of captain and top scorer Robert Snodgrass to an ankle injury in their 2-0 home defeat to Stoke. Mike Phelan has also lost striker Adama Diomandé, who was banned for violent conduct after Hull’s EFL Cup victory, Phelan’s first since becoming manager permanently, over Bristol City. Scott Brotherton"
2016-10-28,Crystal Palace,Liverpool FC,Liverpool’s ascent to the upper echelons of the Premier League table has seen them go seven games unbeaten and score 16 goals in the process but their trip to SE25 may not be so straightforward. Palace have a strong record against them at Selhurst Park despite defeat last season and have won four of the last seven league matches there. But Alan Pardew will be hoping Jason Puncheon is fit to play – Palace have yet to win a league match without him since he signed in 2013. Ed Aarons
2016-10-28,West Bromwich Albion,Manchester City,"Tony Pulis will toast signing what, not too long ago, appeared to be an unlikely contract extension by looking to get one over Pep Guardiola, who will be desperate to avoid extending an already record winless streak to seven. Fortunately for City they have won nine of their past meetings against West Brom. But can a team lacking a cutting edge break down a notoriously rigid defensive unit? Alan Smith"
2016-10-28,Middlesbrough FC,AFC Bournemouth,"As his side seek their first home win since April, Aitor Karanka has a big decision to make. Does he keep faith with Adama Traoré, whose pace so unsettled Arsenal during last weekend’s 0-0 draw at the Emirates or recall the more tactically aware, positionally disciplined Stewart Downing? Perhaps he will find a way of accommodating both wingers while silencing those who suggested Aston Villa got the better deal when Traoré and Albert Adomah swapped clubs in August. Louise Taylor"
2016-10-28,Everton FC,West Ham United,"Ronald Koeman may have rectified the glaring weaknesses in Everton’s defending since replacing Roberto Martínez but the team continues to falter in the final third and has now gone five matches without a win. The early season confidence surrounding Everton has dispersed as a result and Slaven Bilic, by contrast, returns to Goodison Park in the belief West Ham’s season is improving following three consecutive victories. It might also be a relief to get away from the Olympic Stadium. Andy Hunter"
2016-10-28,Southampton FC,Chelsea FC,"Claude Puel continues to rotate to good effect as Southampton show themselves to be both solid and enterprising despite regular changes. Chelsea will have to excel, much like they did last weekend against Manchester United, to extend their three-game winning streak in the league. A lot could depend on how well the visitors’ wing-backs do against Southampton’s full-backs. Paul Doyle"
2016-11-04,Swansea,Manchester United,"Another away game for Manchester United and a chance for José Mourinho’s players to respond to the manager’s scathing criticism of their efforts against Fenerbahce. Swansea, on the face of it, should be benign opponents. They are second from bottom, without a victory since the opening day and have collected only two points from a possible 27, prompting Bob Bradley to describe keeping Swansea up as a “huge” job. Mourinho must feel the same way about turning United around. Stuart James"
2016-11-04,Hull City,Southampton FC,"Southampton could not hope for better opposition in Hull City, to ease tired legs, after taking revenge against Internazionale on Thursday night. Mike Phelan’s side have lost six successive league games and a good run in the EFL Cup is unlikely to lift spirits. However Phelan could be thrown a lifeline if Robert Snodgrass returns from injury, the Scot was instrumental in Hull’s early season triumphs. Graham Searles"
2016-11-04,Arsenal FC,Tottenham Hotspur,Mauricio Pochettino has to hope that the adage about form going out of the window on derby days rings true. Tottenham might be unbeaten in the Premier League but they have hit something of a wall in creative terms while Arsenal have goals in them and their tails up. Arsène Wenger has injury doubts over a clutch of players but he has selection headaches in a good way. The return of Harry Kane is a prominent sub-plot. David Hytner
2016-11-04,West Ham United,Stoke City,"All eyes will be on security at the London Stadium after the problems during West Ham United’s victory over Chelsea. But Slaven Bilic’s side also have problems on the pitch. They are 17th and face a Stoke side unbeaten in their past five matches. Stoke have concerns in attack, though, with Marko Arnautovic suspended and Xherdan Shaqiri doubtful because of a hamstring problem. Jacob Steinberg"
2016-11-04,Manchester City,Middlesbrough FC,"After Manchester City’s fine win over Barcelona, Middlesbrough may not relish a visit to an Etihad Stadium that is sure to be in good spirits as a result. Pep Guardiola’s side now appear over the hump of six games with no wins – a sequence that did not affect their status as leaders. Aitor Karanka’s side are a respectable 15th, three points above the drop zone. But it would represent a shock and setback for City should they lose on Saturday. Jamie Jackson"
2016-11-04,Burnley FC,Crystal Palace,"Palace do little by halves but would not be too dissatisfied with a point at Turf Moor, arresting a recent slump that, allied with an upturn for Burnley, has brought the sides level on points. Sean Dyche’s defence rode out a storm at Old Trafford last week and have shown they will be intensely competitive. Their injury concerns are easing too and Dyche must decide whether to restore the fit-again Steven Defour to the midfield after a win and a draw in his absence. Nick Ames"
2016-11-04,Leicester City,West Bromwich Albion,"Unbeaten in four matches in all competitions, Leicester are enjoying their best run of the season, yet are still some way short of their title-winning form. They will have to do without Kasper Schmeichel against West Brom after he fractured his hand against Copenhagen. Ron-Robert Zieler, Schmeichel’s deputy, can expect some sort of aerial assault against an Albion side without a win in five matches and reeling from last Saturday’s hammering at home to Manchester City. Stuart James"
2016-11-04,AFC Bournemouth,Sunderland AFC,"David Moyes takes his Sunderland side to Bournemouth, in search of their first Premier League win of the season at the 11th time of asking. Sunderland were in the vicinity only last week, after flying back to the north-east from Bournemouth airport after a poor performance against Southampton in the EFL Cup. A much-needed win would provide Moyes at least some respite. Bournemouth, meanwhile, will hope home comforts can see them return to winning ways, after an indifferent performance in defeat by Middlesbrough last time out. Ben Fisher"
2016-11-04,Liverpool FC,Watford,"Jürgen Klopp insists Liverpool will respect a Watford side that have lost once on the road and kept three consecutive clean sheets, though he also knows his team have found solutions to most obstacles this season. The joint league leaders have not lost at Anfield since January and have won 12 and drawn three of their last 18 home matches; they are nine points better off than at the same stage last season. James Milner, Emre Can and Georginio Wijnaldum have all been ill this week but will be given until the last moment to recover. Andy Hunter"
2016-11-04,Chelsea FC,Everton FC,"Antonio Conte’s Chelsea have revived with four successive Premier League wins and clean sheets but must now confront a player they had hoped to re-sign when Romelu Lukaku returns with Everton. The fees being quoted for the Belgian over the summer had been mind-boggling. As it is, he stayed at Goodison Park and Diego Costa is thriving again at Stamford Bridge. “Diego is not only scoring the goals but working a lot for the team,” said Conte of the division’s leading scorer to date this term. “I’m seeing a complete player in Diego.” Theirs will be an intriguing tête-à-tête. Dominic Fifield"
2016-11-18,Southampton FC,Liverpool FC,"Claude Puel has said he will not try to curb his team’s attacking intent in an effort to stifle the league leaders but he may have to adjust his team because of injuries. An array of players face late fitness tests before the game. That is far from ideal for the Frenchman, whose team already betrayed signs of wear and tear in their last game before the international break, a defeat at Hull. Yet Liverpool, who also have fitness worries, will know they will need to be close to their best to get the win that will ensure they remain top of the table. Paul Doyle"
2016-11-18,Tottenham Hotspur,West Ham United,"Slaven Bilic was on the winning side when he made his West Ham debut in this fixture in 1996 and the manager is equally optimistic as they prepare to face England’s unbeaten team, albeit one who last won on 2 September, before the previous international break. “They are solid, they are electric,” Bilic said, “but we have improved and if we play good, we have a chance.” Mark Tallentire"
2016-11-18,Stoke City,AFC Bournemouth,"Six games unbeaten have dispersed the cloud over Stoke caused by a slow start. Their revival coincided with the return of key players to fitness but there are several doubts for Bournemouth’s visit, although Xherdan Shaqiri and Marko Arnautovic return and it would take a brave punter to back an away win. Bournemouth have taken two points on the road and another slim return would drag them nearer to the relegation places. Eddie Howe believes they will soon be rewarded for the number of chances they are creating. Nick Ames"
2016-11-18,West Bromwich Albion,Burnley FC,"Tony Pulis will have been disappointed the international break came just after West Bromwich ended their five-match winless run with three points at Leicester. However, Salomon Rondón’s return from injury should keep spirits high. Sean Dyche must share his counterpart’s sentiments but will be confident momentum lies with Burnley. An away victory might seem like child’s play to him compared to shutting out Manchester United at Old Trafford. Graham Searles"
2016-11-18,Crystal Palace,Manchester City,"Manchester City will hardly confront this game with much trepidation given Crystal Palace endured a miserable and pointless four-game streak between the autumn international breaks. The hosts are further hampered by the loss of Steve Mandanda to a knee injury but, while they are intent on resurgence, this will also be a sombre occasion. Tributes are to be paid to those who lost their lives in the Croydon tram derailment, with Palace and their players having made donations to the fund set up for the families involved. Dominic Fifield"
2016-11-18,Everton FC,Swansea,"Bob Bradley has lamented the lack of leaders at Swansea, who are winless in their last 10 games, and it may deepen the sense of regret to see Ashley Williams in the opposition defence at Goodison Park. The Wales international faces his former club for the first time since his £12m move to Everton, who are also under pressure to react following a 5-0 mauling at Chelsea before the international break that manager Ronald Koeman described as “unacceptable in every aspect of football”. Andy Hunter"
2016-11-18,Manchester United,Arsenal FC,"The fixture that brought us “the battle of the buffet”, Manchester United’s 8-2 win, and Arsène Wenger being sent to the Old Trafford stands (to name but a few memorable occasions) has gone a little quiet recently. José Mourinho and Wenger are hardly bosom buddies and United are desperate for the win to cut the deficit to Arsenal to three points, so maybe sparks will fly again. Jamie Jackson"
2016-11-18,Watford,Leicester City,"Having been beaten at home by West Brom last time out Leicester will be looking to make amends on Saturday. Unfortunately for Claudio Ranieri’s side they face Watford, a team not only six places above them in the table but one looking to avenge their own humbling 6-1 defeat at the hands of Liverpool. Watford’s Walter Mazzarri insists his side should be “angry” but he will also be relieved that Heurelho Gomes has recovered quickly from a knee injury. Leicester, meanwhile, are still without Kasper Schmeichel, while Danny Drinkwater is 50/50 with a rib injury. Paul MacInnes"
2016-11-18,Sunderland AFC,Hull City,"When David Moyes succeeded Sir Alex Ferguson as Manchester United manager he chose to ignore Ferguson’s advice and opted against retaining the services of Mike Phelan as assistant at Old Trafford. Hull’s manager may have forgiven his Sunderland counterpart but he almost certainly has not forgotten as their teams prepare for a game which surely offers a near perfect definition of the term “relegation six pointer”. With Will Keane out for the season and Abel Hernández injured, Hull lack attacking firepower and will be more dependent on Robert Snodgrass than ever. Louise Taylor"
2016-11-18,Middlesbrough FC,Chelsea FC,"Aitor Karanka would relish celebrating his third anniversary of taking charge at The Riverside with a win. If Middlesbrough’s recent draws at Arsenal and Manchester City should make title chasing Chelsea suitably wary, they are likely to have to contend with the fit again Diego Costa and Eden Hazard. Ben Gibson’s duel with Costa promises to be an intriguing sub-plot as the visitors seek to emphasise their rebirth under Antonio Conte whose tactical joust with Karanka could be fascinating. Louise Taylor"
2016-11-25,Manchester United,West Ham United,"Manchester United are struggling to string a run of wins together since the three claimed at the start of the campaign. Given the close nature of the title race, a repeat of this could move José Mourinho’s side into the upper echelons. For West Ham even a single victory would be welcome: their last in the Premier League was over a month ago, when Sunderland were beaten 1-0 on 22 October. Jamie Jackson"
2016-11-25,Watford,Stoke City,"Stoke City arrive at Vicarage Road after a frustrating home defeat to Bournemouth. If Mark Hughes wants a strong reaction he can take inspiration from Watford who responded to a humiliating defeat at Liverpool by tearing into Leicester last week, going 2-0 up after 12 minutes. Walter Mazzarri reshaped his side for that match and Odion Ighalo looks likely to stay on the bench, such was the quality of Roberto Pereyra’s showing with Troy Deeney. Joe Allen is suspended for Stoke, while his midfield partner Glenn Whelan is doubtful with a calf problem. Paul MacInnes"
2016-11-25,Hull City,West Bromwich Albion,"Hull’s failings, particularly in front of goal, were exposed by Sunderland last week and they remain hampered by injuries and beset by supporter unrest. They may have Andrew Robertson and Adama Diomandé back to face a West Brom side who were themselves the subject of grumbling from fans earlier in the season, but are in fine fettle after impressive wins over Leicester City and Burnley. Tom Davies"
2016-11-25,Burnley FC,Manchester City,"Sean Dyche says Manchester City are in a “different world” to Burnley, but will want a reaction from his side after they made West Brom look extraterrestrial on Monday. Their 4-0 defeat continued some poor away form but at Turf Moor things are rather different and, having beaten Liverpool and Everton there as well as losing unfairly to Arsenal, they should make a fight of this one. Pep Guardiola may be considering Wednesday’s night Champions League away trip was not to have not been the best preparation for a Saturday lunchtime game against opponents who will not stop running. Nick Ames"
2016-11-25,Arsenal FC,AFC Bournemouth,"Arsenal have once again stuttered in November as Arsène Wenger’s side have slipped from joint-top of the league in October to fourth. Victory is imperative against Bournemouth to produce a much-needed shot in the arm heading into the congested Christmas period. Eddie Howe will be the much more relaxed of the two managers, his side have exceeded expectation this season and, in only their third league meeting with Arsenal, would love to add to Wenger’s traditional autumnal woes. Graham Searles"
2016-11-25,Chelsea FC,Tottenham Hotspur,"Tottenham Hotspur will hardly be relishing their latest attempt to secure a first top-flight win at Stamford Bridge since 1990. Spurs are still coming to terms with their midweek defeat in Monaco which has cast them from the Champions League, with their unbeaten league record now under threat against the revitalised leaders. Antonio Conte’s side have been untouchable over recent weeks, a three-man defence yet to be breached after 590 minutes and the forward line back to its rampaging best. An awkward evening awaits the visitors. Dominic Fifield"
2016-11-25,Leicester City,Middlesbrough FC,"With their place in the Champions League knockout stage secured, Leicester need to turn around their alarming domestic form to put to bed any more questions about relegation. Danny Drinkwater will be suspended for the visit of Middlesbrough, giving Andy King an opportunity to make a rare start. One point and one place behind Leicester, Aitor Karanka’s side also need the points and could do with a goal from Álvaro Negredo, who has not scored since the opening day of the season. Stuart James"
2016-11-25,Swansea,Crystal Palace,"A huge game for both clubs. Swansea are rock bottom of the table and without a victory since the opening day of the season. Crystal Palace, on the other hand, have lost their last five and travel to the Liberty Stadium with Alan Pardew, their manager, under growing pressure. Bob Bradley seems likely to stick with the same side that drew at Everton, so Gylfi Sigurdsson will play as a false No9. Joe Ledley could come back into contention for Palace. Stuart James"
2016-11-25,Southampton FC,Everton FC,"A heavy defeat at Chelsea followed by a frustrating home draw with Swansea City means Ronald Koeman could do with a win on his return to St Mary’s with Everton. His successor at Southampton, Claude Puel, will hope that his team overcome their profligate streak. They need to start scoring more, as bad finishing jeopardised their Europa League campaign in mid-week and has cost them a lot of points in the Premier League this season. Paul Doyle"
2016-11-25,Liverpool FC,Sunderland AFC,"Jürgen Klopp’s belief in staying grounded is well established but he was surely taking it too far when he proclaimed Sunderland favourites on account of their six points from the last two games compared to Liverpool’s four. “They are in their best moment of the season,” he added, and while that argument is not in dispute David Moyes, Victor Anichebe and other ex-Evertonians in the Sunderland ranks will have to excel to stifle a Liverpool side that have scored 17 goals in five home games. That equals Liverpool’s most prolific output since scoring 19 in five in 1980-81. Andy Hunter"
2016-12-02,Middlesbrough FC,Hull City,"As encouraging as Middlesbrough’s recent performances have been they have still won only twice and are one point ahead of Hull. While Harry Maguire – a centre half coveted by Aitor Karanka – may have a chance to audition for a January move by marking Álvaro Negredo, the absence of Boro’s injured left-back George Friend could permit Robert Snodgrass to undermine the potentially vulnerable Fábio da Silva. Do not bet against Adama Traoré’s extraordinary pace and dribbling ability for Boro proving key though. Louise Taylor"
2016-12-02,West Ham United,Arsenal FC,"Both of these sides suffered midweek defeats in the EFL Cup but Arsenal will be confident of maintaining their title challenge. News that Santi Cazorla requires surgery on an ankle injury is a blow but Arsène Wenger’s side have not lost in the league since the opening day, while West Ham are a point above the bottom three. Although Andy Carroll is available, Aaron Cresswell and Michail Antonio are out. Jacob Steinberg"
